"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"2022F","AL","CLEIP"," 7264"," 8371"," 9748"," 10809"," 10766"," 12572"," 14163"," 13784"," 15118"," 15515"," 16331"," 15714"," 16828"," 18624"," 17901"," 17301"," 17850"," 18809"," 16597"," 18698"," 19593"," 19504"," 15584"," 17164"," 17786"," 21545"," 21436"," 20746"," 20002"," 21975"," 22084"," 23778"," 25066"," 27621"," 25910"," 28839"," 31303"," 30925"," 31560"," 33548"," 35636"," 33801"," 33545"," 35600"," 35083"," 36997"," 37168"," 37233"," 35845"," 27583"," 30985"," 28151"," 23020"," 24400"," 23901"," 21025"," 17448"," 16231"," 16235"," 14245"," 11896"," 14588"," 14635"
"2022F","AL","CLGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 11506"," 11486"," 11441"," 11457"," 11367"," 11137"," 10746"," 8691"," 6283"," 5503"," 6339"," 5284"," 4728"," 4728"," 4728"
"2022F","AL","CLHCK"," 24.91"," 24.889"," 24.882"," 24.861"," 24.841"," 24.779"," 24.684"," 24.581"," 24.568"," 24.391"," 23.933"," 23.742"," 23.674"," 23.701"," 23.324"," 23.52"," 23.618"," 23.507"," 23.946"," 24.013"," 24.042"," 24.226"," 24.316"," 24.155"," 24.305"," 24.407"," 24.64"," 25.092"," 25.793"," 24.473"," 24.629"," 24.647"," 24.204"," 24.25"," 24.456"," 24.646"," 24.638"," 24.642"," 25.476"," 25.883"," 25.45"," 18.845"," 24.232"," 24.224"," 24.224"," 25.13"," 24.295"," 25.195"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","CLICB"," 209886"," 176644"," 185794"," 178375"," 201218"," 231982"," 242863"," 249499"," 256648"," 271960"," 291403"," 265723"," 277519"," 256588"," 242301"," 238820"," 218834"," 192946"," 180998"," 222376"," 187039"," 159772"," 133437"," 117927"," 153205"," 140403"," 135380"," 150217"," 162301"," 145941"," 143304"," 145487"," 165617"," 141575"," 146182"," 144087"," 150104"," 146781"," 126661"," 121436"," 116652"," 102061"," 92758"," 97821"," 100480"," 90442"," 85409"," 81440"," 80717"," 59617"," 68819"," 64979"," 72938"," 76426"," 87265"," 69477"," 64589"," 62825"," 59918"," 48785"," 36742"," 39482"," 33143"
"2022F","AL","CLICP"," 7904"," 6660"," 7006"," 6729"," 7589"," 8774"," 9187"," 9449"," 9753"," 10338"," 11177"," 10282"," 10733"," 9919"," 9397"," 9288"," 8384"," 7424"," 6969"," 8573"," 7221"," 6187"," 5250"," 4682"," 6007"," 5476"," 5265"," 5804"," 6291"," 5656"," 5525"," 5633"," 6433"," 5474"," 5646"," 5543"," 5792"," 5694"," 4846"," 4645"," 4415"," 3877"," 3523"," 3703"," 3824"," 3570"," 3358"," 3189"," 3141"," 2316"," 2685"," 2519"," 2674"," 2834"," 3234"," 2554"," 2358"," 2263"," 2174"," 1781"," 1325"," 1444"," 1221"
"2022F","AL","CLKCB"," 181518"," 149599"," 157964"," 152345"," 173281"," 191378"," 203427"," 210094"," 206740"," 224972"," 234159"," 203160"," 215592"," 199770"," 186712"," 179167"," 179639"," 151463"," 135693"," 159267"," 129860"," 103641"," 65965"," 49644"," 78260"," 77183"," 71604"," 84417"," 90639"," 88830"," 88099"," 84833"," 88333"," 85918"," 87167"," 87290"," 87018"," 79213"," 65919"," 63311"," 59562"," 43352"," 38120"," 45200"," 47029"," 44397"," 40922"," 38926"," 37247"," 25620"," 34410"," 32785"," 39240"," 38534"," 44437"," 34643"," 36264"," 37545"," 35668"," 28303"," 22153"," 21663"," 16715"
"2022F","AL","CLKCK"," 26.785"," 26.785"," 26.779"," 26.771"," 26.773"," 26.776"," 26.776"," 26.77"," 26.767"," 26.769"," 26.776"," 26.776"," 26.773"," 26.765"," 26.762"," 26.77"," 26.768"," 26.776"," 26.78"," 26.779"," 26.781"," 26.787"," 26.792"," 26.785"," 26.789"," 26.769"," 26.775"," 26.795"," 26.792"," 26.802"," 26.793"," 26.797"," 26.794"," 26.799"," 26.799"," 26.8"," 26.8"," 26.8"," 27.426"," 27.426"," 27.426"," 27.426"," 27.426"," 27.426"," 27.426"," 26.188"," 26.28"," 26.227"," 26.276"," 26.287"," 26.292"," 26.209"," 29.03"," 28.889"," 28.746"," 28.775"," 28.935"," 28.71"," 28.727"," 28.938"," 28.773"," 28.796"," 29.518"
"2022F","AL","CLKCP"," 6777"," 5585"," 5899"," 5691"," 6472"," 7147"," 7597"," 7848"," 7724"," 8404"," 8745"," 7587"," 8053"," 7464"," 6977"," 6693"," 6711"," 5657"," 5067"," 5947"," 4849"," 3869"," 2462"," 1853"," 2921"," 2883"," 2674"," 3150"," 3383"," 3314"," 3288"," 3166"," 3297"," 3206"," 3253"," 3257"," 3247"," 2956"," 2404"," 2308"," 2172"," 1581"," 1390"," 1648"," 1715"," 1695"," 1557"," 1484"," 1418"," 975"," 1309"," 1251"," 1352"," 1334"," 1546"," 1204"," 1253"," 1308"," 1242"," 978"," 770"," 752"," 566"
"2022F","AL","CLOCB"," 28368"," 27044"," 27831"," 26030"," 27938"," 40604"," 39436"," 39405"," 49907"," 46988"," 57244"," 62563"," 61927"," 56818"," 55588"," 59653"," 39195"," 41483"," 45305"," 63109"," 57179"," 56132"," 67472"," 68283"," 74945"," 63220"," 63776"," 65799"," 71662"," 57111"," 55205"," 60654"," 77284"," 55658"," 59015"," 56797"," 63086"," 67569"," 60743"," 58125"," 57089"," 58709"," 54638"," 52621"," 53451"," 46044"," 44487"," 42514"," 43470"," 33996"," 34409"," 32194"," 33698"," 37892"," 42827"," 34834"," 28326"," 25280"," 24250"," 20482"," 14589"," 17819"," 16428"
"2022F","AL","CLOCK"," 25.178"," 25.157"," 25.136"," 25.057"," 25.024"," 24.96"," 24.802"," 24.606"," 24.592"," 24.298"," 23.542"," 23.219"," 23.1"," 23.142"," 22.97"," 22.99"," 23.433"," 23.474"," 23.823"," 24.033"," 24.106"," 24.216"," 24.202"," 24.143"," 24.287"," 24.383"," 24.618"," 24.795"," 24.641"," 24.393"," 24.679"," 24.581"," 24.643"," 24.536"," 24.656"," 24.848"," 24.785"," 24.679"," 24.874"," 24.874"," 25.45"," 25.563"," 25.611"," 25.605"," 25.336"," 24.568"," 24.709"," 24.934"," 25.218"," 25.353"," 25.006"," 25.388"," 25.483"," 25.253"," 25.37"," 25.796"," 25.642"," 26.466"," 26.019"," 25.495"," 26.296"," 25.75"," 25.076"
"2022F","AL","CLOCP"," 1127"," 1075"," 1107"," 1039"," 1116"," 1627"," 1590"," 1601"," 2029"," 1934"," 2432"," 2694"," 2681"," 2455"," 2420"," 2595"," 1673"," 1767"," 1902"," 2626"," 2372"," 2318"," 2788"," 2828"," 3086"," 2593"," 2591"," 2654"," 2908"," 2341"," 2237"," 2468"," 3136"," 2268"," 2394"," 2286"," 2545"," 2738"," 2442"," 2337"," 2243"," 2297"," 2133"," 2055"," 2110"," 1874"," 1800"," 1705"," 1724"," 1341"," 1376"," 1268"," 1322"," 1500"," 1688"," 1350"," 1105"," 955"," 932"," 803"," 555"," 692"," 655"
"2022F","AL","CLRCB"," 4031"," 2777"," 4470"," 4520"," 2101"," 1393"," 1459"," 1270"," 1286"," 1740"," 1704"," 1238"," 1217"," 840"," 272"," 138"," 82"," 183"," 1002"," 736"," 1151"," 384"," 505"," 515"," 660"," 661"," 732"," 765"," 839"," 364"," 515"," 74"," 386"," 175"," 39"," 23"," 130"," 197"," 25"," 71"," 148"," 34"," 11"," 9"," 1"," 4"," 56"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","CLRCP"," 162"," 112"," 180"," 182"," 85"," 56"," 59"," 52"," 52"," 71"," 71"," 52"," 51"," 35"," 12"," 6"," 3"," 8"," 42"," 31"," 48"," 16"," 21"," 21"," 27"," 27"," 30"," 30"," 33"," 15"," 21"," 3"," 16"," 7"," 2"," 1"," 5"," 8"," 1"," 3"," 6"," 2"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","CLTCB"," 395400"," 382455"," 427177"," 442465"," 459000"," 533142"," 583457"," 580163"," 618335"," 641466"," 675603"," 626054"," 669734"," 688650"," 653405"," 640063"," 632096"," 629412"," 577580"," 670208"," 661023"," 629957"," 511059"," 532596"," 584607"," 662890"," 660525"," 660678"," 652717"," 682145"," 682496"," 723921"," 775653"," 812948"," 773804"," 828277"," 890742"," 867264"," 856479"," 866512"," 904181"," 842337"," 845999"," 873735"," 853917"," 890098"," 886678"," 888436"," 842826"," 630969"," 718684"," 651032"," 547004"," 565051"," 575912"," 494311"," 410168"," 378890"," 377152"," 317180"," 256687"," 309791"," 297654"
"2022F","AL","CLTCP"," 15578"," 15251"," 17087"," 17877"," 18529"," 21473"," 23481"," 23347"," 24986"," 25998"," 27653"," 26116"," 27692"," 28646"," 27339"," 26609"," 26246"," 26261"," 23748"," 27424"," 27042"," 25779"," 20956"," 21979"," 23936"," 27145"," 26831"," 26683"," 26441"," 27701"," 27713"," 29428"," 31588"," 33135"," 31567"," 34389"," 37140"," 36692"," 36415"," 38216"," 40103"," 37694"," 37072"," 39306"," 38908"," 40568"," 40551"," 40423"," 38987"," 29899"," 33670"," 30670"," 25695"," 27235"," 27135"," 23580"," 19806"," 18494"," 18408"," 16026"," 13220"," 16033"," 15856"
"2022F","AL","CLTXB"," 220140"," 182110"," 194076"," 186797"," 205546"," 235141"," 246100"," 252286"," 259467"," 275489"," 294865"," 268560"," 280599"," 259022"," 243261"," 239316"," 219134"," 193610"," 185352"," 226055"," 192521"," 161904"," 136409"," 121147"," 156676"," 143410"," 138564"," 153542"," 166115"," 147672"," 145879"," 145897"," 167762"," 142546"," 146443"," 144264"," 151188"," 148574"," 126891"," 122031"," 117993"," 102368"," 92850"," 97891"," 100491"," 90487"," 86036"," 81460"," 80717"," 59617"," 68819"," 64979"," 72938"," 76426"," 87265"," 69477"," 64589"," 62825"," 59918"," 48785"," 36742"," 39482"," 33143"
"2022F","AL","CLTXP"," 8314"," 6879"," 7338"," 7068"," 7763"," 8901"," 9318"," 9563"," 9868"," 10483"," 11322"," 10402"," 10864"," 10022"," 9438"," 9309"," 8396"," 7452"," 7151"," 8727"," 7449"," 6275"," 5372"," 4815"," 6150"," 5599"," 5394"," 5937"," 6439"," 5726"," 5630"," 5650"," 6522"," 5514"," 5657"," 5550"," 5836"," 5766"," 4855"," 4668"," 4468"," 3894"," 3527"," 3706"," 3825"," 3571"," 3383"," 3190"," 3141"," 2316"," 2685"," 2519"," 2674"," 2834"," 3234"," 2554"," 2358"," 2263"," 2174"," 1781"," 1325"," 1444"," 1221"
"2022F","AL","COICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","COICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","DFACB"," 15039"," 14048"," 16904"," 18482"," 17771"," 17996"," 17595"," 13825"," 25843"," 28509"," 31179"," 33782"," 43047"," 50672"," 53742"," 52930"," 57977"," 64473"," 68844"," 54576"," 64360"," 71593"," 65246"," 58100"," 58464"," 63485"," 62976"," 72424"," 82118"," 96371"," 93843"," 94009"," 95652"," 94663"," 104012"," 107209"," 102871"," 103840"," 102627"," 113196"," 118941"," 108868"," 106250"," 112743"," 134620"," 130136"," 132016"," 132820"," 113591"," 108517"," 117233"," 123579"," 119078"," 117059"," 118527"," 126697"," 140956"," 137809"," 127745"," 130946"," 126992"," 134897"," 130313"
"2022F","AL","DFACP"," 2582"," 2412"," 2902"," 3173"," 3051"," 3090"," 3021"," 2373"," 4437"," 4894"," 5353"," 5799"," 7390"," 8699"," 9226"," 9087"," 9953"," 11068"," 11819"," 9369"," 11049"," 12291"," 11201"," 9974"," 10037"," 10899"," 10811"," 12433"," 14098"," 16544"," 16110"," 16139"," 16421"," 16251"," 17871"," 18421"," 17676"," 17842"," 17637"," 19453"," 20440"," 18709"," 18259"," 19375"," 23139"," 22368"," 22750"," 22963"," 19652"," 18784"," 20300"," 21417"," 20648"," 20312"," 20567"," 21988"," 24484"," 23938"," 22182"," 22738"," 22062"," 23403"," 22604"
"2022F","AL","DFCCB"," 1538"," 771"," 1045"," 1036"," 1410"," 1020"," 1114"," 881"," 1064"," 1160"," 1538"," 1513"," 2402"," 2870"," 3379"," 3185"," 5196"," 4703"," 4211"," 3842"," 3734"," 5800"," 1382"," 5558"," 4399"," 5316"," 4190"," 4191"," 4159"," 5060"," 4305"," 4312"," 4522"," 4465"," 5467"," 3748"," 3236"," 3127"," 3300"," 3318"," 4351"," 4871"," 4557"," 6352"," 6427"," 4359"," 8894"," 7315"," 5729"," 5642"," 6569"," 6981"," 6471"," 4236"," 3900"," 4327"," 4860"," 4841"," 4950"," 4622"," 3705"," 4698"," 4825"
"2022F","AL","DFCCP"," 264"," 132"," 179"," 178"," 242"," 175"," 191"," 151"," 183"," 199"," 264"," 260"," 412"," 493"," 580"," 547"," 892"," 807"," 723"," 660"," 641"," 996"," 237"," 954"," 755"," 913"," 719"," 719"," 714"," 869"," 739"," 740"," 776"," 766"," 939"," 644"," 556"," 537"," 567"," 570"," 748"," 837"," 783"," 1092"," 1105"," 749"," 1533"," 1265"," 991"," 977"," 1138"," 1210"," 1122"," 735"," 677"," 751"," 844"," 841"," 859"," 803"," 644"," 815"," 837"
"2022F","AL","DFEIB"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 28"," 152"," 551"," 2898"," 4637"," 3691"," 2995"," 3677"," 4890"," 6263"," 631"," 762"," 561"," 372"," 746"," 418"," 514"," 389"," 339"," 1012"," 1257"," 773"," 948"," 821"," 757"," 1279"," 1053"," 1745"," 1340"," 2752"," 1725"," 2729"," 3145"," 2088"," 2679"," 1395"," 1584"," 1028"," 857"," 1244"," 1022"," 1239"," 1080"," 815"," 626"," 1019"," 724"," 363"," 324"," 794"," 167"," 74"," 211"," 420"
"2022F","AL","DFEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 26"," 95"," 498"," 796"," 634"," 514"," 631"," 840"," 1075"," 108"," 131"," 96"," 64"," 128"," 72"," 88"," 67"," 58"," 174"," 216"," 133"," 163"," 141"," 130"," 220"," 181"," 300"," 230"," 473"," 296"," 469"," 541"," 359"," 460"," 240"," 272"," 177"," 148"," 215"," 177"," 215"," 187"," 141"," 109"," 177"," 126"," 63"," 56"," 138"," 29"," 13"," 37"," 73"
"2022F","AL","DFICB"," 14626"," 10326"," 10812"," 10290"," 15031"," 11431"," 11089"," 8881"," 10338"," 12943"," 16504"," 15549"," 21769"," 25416"," 26498"," 26069"," 38893"," 40534"," 40147"," 28129"," 19551"," 26470"," 22512"," 24953"," 19750"," 15127"," 17645"," 16288"," 16231"," 21335"," 26678"," 23803"," 23688"," 22316"," 26118"," 25590"," 29603"," 25652"," 21683"," 21731"," 17097"," 18691"," 19090"," 40876"," 39697"," 37747"," 32328"," 28337"," 31820"," 24106"," 22246"," 23740"," 30153"," 23083"," 19862"," 21783"," 22823"," 20479"," 22837"," 20177"," 21929"," 21427"," 21661"
"2022F","AL","DFICP"," 2511"," 1773"," 1856"," 1766"," 2580"," 1962"," 1904"," 1525"," 1775"," 2222"," 2833"," 2669"," 3737"," 4363"," 4549"," 4475"," 6677"," 6959"," 6892"," 4829"," 3356"," 4544"," 3865"," 4284"," 3391"," 2597"," 3029"," 2796"," 2786"," 3663"," 4580"," 4086"," 4067"," 3831"," 4488"," 4397"," 5086"," 4407"," 3726"," 3735"," 2938"," 3212"," 3281"," 7025"," 6823"," 6488"," 5571"," 4899"," 5505"," 4173"," 3852"," 4114"," 5229"," 4005"," 3447"," 3781"," 3964"," 3557"," 3965"," 3504"," 3810"," 3717"," 3757"
"2022F","AL","DFRCB"," 209"," 104"," 142"," 140"," 191"," 138"," 151"," 119"," 144"," 157"," 208"," 205"," 326"," 389"," 458"," 432"," 704"," 638"," 571"," 521"," 76"," 99"," 319"," 263"," 208"," 139"," 167"," 109"," 156"," 141"," 101"," 80"," 47"," 70"," 66"," 61"," 59"," 233"," 35"," 38"," 71"," 225"," 213"," 44"," 77"," 82"," 54"," 48"," 53"," 563"," 699"," 62"," 104"," 89"," 101"," 120"," 92"," 83"," 69"," 23"," 14"," 144"," 150"
"2022F","AL","DFRCP"," 36"," 18"," 24"," 24"," 33"," 24"," 26"," 21"," 25"," 27"," 36"," 35"," 56"," 67"," 79"," 74"," 121"," 109"," 98"," 89"," 13"," 17"," 55"," 45"," 36"," 24"," 29"," 19"," 27"," 24"," 17"," 14"," 8"," 12"," 11"," 10"," 10"," 40"," 6"," 6"," 12"," 39"," 37"," 8"," 13"," 14"," 9"," 8"," 9"," 97"," 121"," 11"," 18"," 15"," 18"," 21"," 16"," 14"," 12"," 4"," 2"," 25"," 26"
"2022F","AL","DFTCB"," 31413"," 25250"," 28903"," 29949"," 34403"," 30587"," 29948"," 23706"," 37390"," 42798"," 49581"," 51600"," 70442"," 83984"," 87768"," 85611"," 106446"," 115238"," 120036"," 87699"," 88482"," 104523"," 89832"," 89621"," 83240"," 84582"," 85366"," 93351"," 103677"," 124166"," 125700"," 123152"," 124730"," 122271"," 136941"," 137660"," 137514"," 134192"," 130397"," 140008"," 143190"," 135800"," 132198"," 162695"," 182216"," 173907"," 174320"," 169377"," 152438"," 139850"," 147986"," 155442"," 156621"," 145092"," 143410"," 153651"," 169094"," 163537"," 156394"," 155936"," 152714"," 161377"," 157368"
"2022F","AL","DFTCP"," 5393"," 4335"," 4962"," 5141"," 5906"," 5251"," 5141"," 4070"," 6419"," 7347"," 8512"," 8858"," 12093"," 14418"," 15067"," 14697"," 18274"," 19783"," 20607"," 15056"," 15190"," 17944"," 15422"," 15386"," 14290"," 14520"," 14655"," 16026"," 17799"," 21316"," 21579"," 21142"," 21413"," 20991"," 23529"," 23653"," 23628"," 23057"," 22409"," 24061"," 24607"," 23337"," 22718"," 27959"," 31319"," 29891"," 30040"," 29284"," 26373"," 24208"," 25625"," 26940"," 27158"," 25176"," 24885"," 26666"," 29372"," 28407"," 27157"," 27077"," 26531"," 27997"," 27297"
"2022F","AL","DFTXB"," 31412"," 25249"," 28903"," 29949"," 34403"," 30587"," 29948"," 23706"," 37390"," 42770"," 49429"," 51049"," 67544"," 79347"," 84077"," 82616"," 102770"," 110348"," 113773"," 87068"," 87721"," 103962"," 89460"," 88875"," 82822"," 84068"," 84977"," 93012"," 102665"," 122909"," 124927"," 122204"," 123909"," 121514"," 135662"," 136607"," 135769"," 132852"," 127645"," 138283"," 140460"," 132654"," 130110"," 160016"," 180821"," 172323"," 173292"," 168520"," 151194"," 138828"," 146747"," 154362"," 155806"," 144466"," 142390"," 152927"," 168731"," 163213"," 155600"," 155768"," 152640"," 161166"," 156949"
"2022F","AL","DFTXP"," 5393"," 4335"," 4962"," 5141"," 5906"," 5251"," 5141"," 4070"," 6419"," 7342"," 8486"," 8764"," 11595"," 13622"," 14434"," 14183"," 17643"," 18944"," 19532"," 14947"," 15059"," 17847"," 15358"," 15257"," 14218"," 14432"," 14588"," 15968"," 17625"," 21100"," 21447"," 20979"," 21272"," 20861"," 23310"," 23472"," 23328"," 22827"," 21936"," 23764"," 24138"," 22797"," 22359"," 27499"," 31080"," 29619"," 29862"," 29135"," 26158"," 24031"," 25411"," 26752"," 27017"," 25068"," 24708"," 26541"," 29309"," 28350"," 27019"," 27048"," 26518"," 27961"," 27224"
"2022F","AL","DKEIB"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 28"," 152"," 551"," 2898"," 4637"," 3691"," 2995"," 3677"," 4890"," 6263"," 631"," 762"," 561"," 372"," 746"," 418"," 514"," 389"," 339"," 1012"," 1257"," 773"," 948"," 821"," 757"," 1279"," 1053"," 1745"," 1340"," 2752"," 1725"," 2729"," 3145"," 2088"," 2679"," 1395"," 1584"," 1028"," 857"," 1244"," 1022"," 1239"," 1080"," 815"," 626"," 1019"," 724"," 363"," 324"," 794"," 167"," 74"," 211"," 420"
"2022F","AL","DKEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 26"," 95"," 498"," 796"," 634"," 514"," 631"," 840"," 1075"," 108"," 131"," 96"," 64"," 128"," 72"," 88"," 67"," 58"," 174"," 216"," 133"," 163"," 141"," 130"," 220"," 181"," 300"," 230"," 473"," 296"," 469"," 541"," 359"," 460"," 240"," 272"," 177"," 148"," 215"," 177"," 215"," 187"," 141"," 109"," 177"," 126"," 63"," 56"," 138"," 29"," 13"," 37"," 73"
"2022F","AL","DMACP"," 2582"," 2412"," 2902"," 3173"," 3051"," 3090"," 3021"," 2373"," 4437"," 4894"," 5353"," 5799"," 7390"," 8699"," 9226"," 9087"," 9953"," 11068"," 11819"," 9369"," 11049"," 12291"," 11201"," 9974"," 10037"," 10899"," 10811"," 12433"," 14098"," 16544"," 16110"," 16139"," 16421"," 16251"," 17871"," 18421"," 17676"," 17842"," 17637"," 19453"," 20440"," 18709"," 18259"," 19375"," 23139"," 22368"," 22750"," 22963"," 19652"," 18554"," 20130"," 20988"," 20202"," 19528"," 19819"," 21144"," 23218"," 22778"," 21230"," 21816"," 21087"," 22952"," 22179"
"2022F","AL","DMTCB"," 31413"," 25250"," 28903"," 29949"," 34403"," 30587"," 29948"," 23706"," 37390"," 42798"," 49581"," 51600"," 70442"," 83984"," 87768"," 85611"," 106446"," 115238"," 120036"," 87699"," 88482"," 104523"," 89832"," 89621"," 83240"," 84582"," 85366"," 93351"," 103677"," 124166"," 125700"," 123152"," 124730"," 122271"," 136941"," 137660"," 137514"," 134192"," 130397"," 140008"," 143190"," 135800"," 132198"," 162695"," 182216"," 173907"," 174320"," 169377"," 152438"," 138617"," 147083"," 153124"," 154235"," 140841"," 139344"," 149072"," 162254"," 157271"," 151255"," 150939"," 147458"," 158938"," 155051"
"2022F","AL","DMTCP"," 5393"," 4335"," 4962"," 5141"," 5906"," 5251"," 5141"," 4070"," 6419"," 7347"," 8512"," 8858"," 12093"," 14418"," 15067"," 14697"," 18274"," 19783"," 20607"," 15056"," 15190"," 17944"," 15422"," 15386"," 14290"," 14520"," 14655"," 16026"," 17799"," 21316"," 21579"," 21142"," 21413"," 20991"," 23529"," 23653"," 23628"," 23057"," 22409"," 24061"," 24607"," 23337"," 22718"," 27959"," 31319"," 29891"," 30040"," 29284"," 26373"," 23978"," 25456"," 26510"," 26712"," 24392"," 24137"," 25822"," 28106"," 27247"," 26205"," 26155"," 25556"," 27546"," 26872"
"2022F","AL","ELEXB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","ELEXP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","ELGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 31222"," 31389"," 32417"," 32577"," 32547"," 32353"," 31953"," 30407"," 29077"," 29725"," 30118"," 29256"," 28739"," 28911"," 28910"
"2022F","AL","ELIMB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","ELIMP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2022F","AL","ELISB","-46800","-68857","-86075","-87340","-72782","-92750","-114049","-98893","-91655","-70008","-64419","-35129","-25026","-42691","-82822","-63078","-35717","-179188","-153805","-200957","-221726","-226896","-250527","-259937","-220607","-177616","-138874","-92821","-60512","-118661","-126463","-201799","-253335","-262945","-245612","-264162","-391557","-358179","-317042","-309935","-318281","-373553","-404896","-428759","-391066","-385352","-401809","-415563","-452719","-474684","-485466","-534982","-523507","-485124","-455016","-491967","-404420","-399438","-401759","-400908","-393598","-424798","-432979"
"2022F","AL","ELISP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12516","-20207","-25274","-26034","-24964","-26383","-39351","-35978","-31424","-30252","-30760","-37513","-40454","-44130","-39822","-38526","-39996","-40102","-44550","-49563","-49870","-56124","-55268","-52068","-47964","-53263","-43874","-43502","-44520","-44428","-44522","-47231","-48315"
"2022F","AL","ELNIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
